system:index,Class,LST_C,.geo
1_1751,Urban,43.41159446000006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1758,Urban,35.99107304000006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1778,Urban,40.99163630000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1784,Urban,36.35338316000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1788,Urban,39.26724521,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1791,Urban,44.895015140000055,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1820,Urban,37.63684967000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1836,Urban,41.473577120000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1840,Urban,40.42082696,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1844,Urban,43.04415731000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1845,Urban,43.48679090000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1856,Urban,42.57247055000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1857,Urban,44.24900936000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1858,Urban,39.64835444000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1864,Urban,45.28808744000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1871,Urban,35.63218094000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1874,Urban,38.89639004000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1901,Urban,40.665215390000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1908,Urban,38.065811180000026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1920,Urban,40.94378402000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1923,Urban,43.507299020000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1939,Urban,38.92715222000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1943,Urban,40.18840160000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1956,Urban,37.83509483000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1975,Urban,38.76308726000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1976,Urban,42.06831260000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1983,Urban,39.16812263,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1995,Urban,37.48816580000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2004,Urban,46.815942380000024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2008,Urban,39.72696890000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2010,Urban,38.48964566000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2012,Urban,38.22645812000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2035,Urban,36.43541564000003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2038,Urban,36.61998872000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2039,Urban,43.71238022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2045,Urban,39.45010928000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2047,Urban,41.603461880000054,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2048,Urban,40.388355770000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2055,Urban,36.168810080000014,"{""type"":""MultiPoint"",""coordinates"":[]}"
